Vector(row=43, col=79, direction='up')
Vector(row=91, col=50, direction='left')
Vector(row=91, col=49, direction='left')
Vector(row=91, col=48, direction='left')
Vector(row=91, col=47, direction='left')
Vector(row=91, col=46, direction='left')
Vector(row=91, col=45, direction='left')
Vector(row=91, col=44, direction='left')
Vector(row=91, col=43, direction='left')
Vector(row=91, col=42, direction='left')
Vector(row=91, col=41, direction='left')
Vector(row=91, col=40, direction='left')
Vector(row=91, col=39, direction='left')
Vector(row=91, col=38, direction='left')
Vector(row=91, col=37, direction='left')
Vector(row=91, col=36, direction='left')
Vector(row=91, col=35, direction='left')
Vector(row=91, col=34, direction='left')
Vector(row=91, col=33, direction='left')
Vector(row=91, col=32, direction='left')
Vector(row=91, col=31, direction='left')
Vector(row=91, col=30, direction='left')
Vector(row=91, col=29, direction='left')
Vector(row=91, col=28, direction='left')
Vector(row=91, col=27, direction='left')
Vector(row=91, col=26, direction='left')
Vector(row=91, col=25, direction='left')
Vector(row=91, col=24, direction='left')
Vector(row=91, col=23, direction='left')
Vector(row=91, col=23, direction='up')
Vector(row=90, col=23, direction='up')
Vector(row=89, col=23, direction='up')
Vector(row=88, col=23, direction='up')
Vector(row=87, col=23, direction='up')
Vector(row=86, col=23, direction='up')
Vector(row=85, col=23, direction='up')
Vector(row=84, col=23, direction='up')
Vector(row=83, col=23, direction='up')
Vector(row=82, col=23, direction='up')
Vector(row=81, col=23, direction='up')
Vector(row=80, col=23, direction='up')
Vector(row=79, col=23, direction='up')
Vector(row=78, col=23, direction='up')
Vector(row=77, col=23, direction='up')
Vector(row=77, col=23, direction='right')
Vector(row=77, col=24, direction='right')
Vector(row=77, col=25, direction='right')
Vector(row=77, col=26, direction='right')
Vector(row=77, col=27, direction='right')
Vector(row=77, col=28, direction='right')
Vector(row=77, col=29, direction='right')
Vector(row=77, col=30, direction='right')
Vector(row=77, col=31, direction='right')
Vector(row=77, col=32, direction='right')
Vector(row=77, col=33, direction='right')
Vector(row=77, col=34, direction='right')
Vector(row=77, col=35, direction='right')
Vector(row=77, col=36, direction='right')
Vector(row=77, col=37, direction='right')
Vector(row=77, col=38, direction='right')
Vector(row=77, col=39, direction='right')
Vector(row=77, col=40, direction='right')
Vector(row=77, col=41, direction='right')
Vector(row=77, col=42, direction='right')
Vector(row=77, col=43, direction='right')
Vector(row=77, col=44, direction='right')
Vector(row=77, col=45, direction='right')
Vector(row=77, col=46, direction='right')
Vector(row=77, col=47, direction='right')
Vector(row=77, col=48, direction='right')
Vector(row=77, col=49, direction='right')
Vector(row=77, col=50, direction='right')
Vector(row=77, col=51, direction='right')
Vector(row=77, col=52, direction='right')
Vector(row=77, col=53, direction='right')
Vector(row=77, col=53, direction='down')
Vector(row=78, col=53, direction='down')
Vector(row=79, col=53, direction='down')
Vector(row=80, col=53, direction='down')
Vector(row=81, col=53, direction='down')
Vector(row=82, col=53, direction='down')
Vector(row=83, col=53, direction='down')
Vector(row=84, col=53, direction='down')
Vector(row=85, col=53, direction='down')
Vector(row=86, col=53, direction='down')
Vector(row=87, col=53, direction='down')
Vector(row=88, col=53, direction='down')
Vector(row=89, col=53, direction='down')
Vector(row=90, col=53, direction='down')
Vector(row=91, col=53, direction='down')
Vector(row=92, col=53, direction='down')
Vector(row=93, col=53, direction='down')
Vector(row=94, col=53, direction='down')
Vector(row=95, col=53, direction='down')
Vector(row=96, col=53, direction='down')
Vector(row=97, col=53, direction='down')
Vector(row=98, col=53, direction='down')
Vector(row=99, col=53, direction='down')
Vector(row=100, col=53, direction='down')
Vector(row=101, col=53, direction='down')
Vector(row=101, col=53, direction='left')
Vector(row=101, col=52, direction='left')
Vector(row=101, col=51, direction='left')
Vector(row=101, col=50, direction='left')
Vector(row=101, col=49, direction='left')
Vector(row=101, col=48, direction='left')
Vector(row=101, col=47, direction='left')
Vector(row=101, col=46, direction='left')
Vector(row=101, col=45, direction='left')
Vector(row=101, col=44, direction='left')
Vector(row=101, col=43, direction='left')
Vector(row=101, col=42, direction='left')
Vector(row=101, col=41, direction='left')
Vector(row=101, col=40, direction='left')
Vector(row=101, col=39, direction='left')
Vector(row=101, col=38, direction='left')
Vector(row=101, col=37, direction='left')
Vector(row=101, col=36, direction='left')
Vector(row=101, col=35, direction='left')
Vector(row=101, col=34, direction='left')
Vector(row=101, col=33, direction='left')
Vector(row=101, col=32, direction='left')
Vector(row=101, col=31, direction='left')
Vector(row=101, col=30, direction='left')
Vector(row=101, col=29, direction='left')
Vector(row=101, col=28, direction='left')
Vector(row=101, col=27, direction='left')
Vector(row=101, col=26, direction='left')
Vector(row=101, col=25, direction='left')
Vector(row=101, col=24, direction='left')
Vector(row=101, col=23, direction='left')
Vector(row=101, col=22, direction='left')
Vector(row=101, col=21, direction='left')
Vector(row=101, col=20, direction='left')
Vector(row=101, col=20, direction='up')
Vector(row=100, col=20, direction='up')
Vector(row=99, col=20, direction='up')
Vector(row=98, col=20, direction='up')
Vector(row=97, col=20, direction='up')
Vector(row=96, col=20, direction='up')
Vector(row=95, col=20, direction='up')
Vector(row=94, col=20, direction='up')
Vector(row=93, col=20, direction='up')
Vector(row=93, col=20, direction='right')
Vector(row=93, col=21, direction='right')
Vector(row=93, col=22, direction='right')
Vector(row=93, col=23, direction='right')
Vector(row=93, col=24, direction='right')
Vector(row=93, col=25, direction='right')
Vector(row=93, col=26, direction='right')
Vector(row=93, col=27, direction='right')
Vector(row=93, col=28, direction='right')
Vector(row=93, col=29, direction='right')
Vector(row=93, col=30, direction='right')
Vector(row=93, col=31, direction='right')
Vector(row=93, col=32, direction='right')
Vector(row=93, col=33, direction='right')
Vector(row=93, col=34, direction='right')
Vector(row=93, col=35, direction='right')
Vector(row=93, col=36, direction='right')
Vector(row=93, col=37, direction='right')
Vector(row=93, col=38, direction='right')
Vector(row=93, col=39, direction='right')
Vector(row=93, col=40, direction='right')
Vector(row=93, col=41, direction='right')
Vector(row=93, col=42, direction='right')
Vector(row=93, col=43, direction='right')
Vector(row=93, col=44, direction='right')
Vector(row=93, col=45, direction='right')
Vector(row=93, col=46, direction='right')
Vector(row=93, col=47, direction='right')
Vector(row=93, col=48, direction='right')
Vector(row=93, col=49, direction='right')
Vector(row=93, col=50, direction='right')
Vector(row=93, col=51, direction='right')
Vector(row=93, col=52, direction='right')
Vector(row=93, col=53, direction='right')
Vector(row=93, col=54, direction='right')
Vector(row=93, col=55, direction='right')
Vector(row=93, col=56, direction='right')
Vector(row=93, col=57, direction='right')
Vector(row=93, col=58, direction='right')
Vector(row=93, col=59, direction='right')
Vector(row=93, col=60, direction='right')
Vector(row=93, col=61, direction='right')
Vector(row=93, col=62, direction='right')
Vector(row=93, col=63, direction='right')
Vector(row=93, col=64, direction='right')
Vector(row=93, col=65, direction='right')
Vector(row=93, col=66, direction='right')
Vector(row=93, col=67, direction='right')
Vector(row=93, col=68, direction='right')
Vector(row=93, col=69, direction='right')
Vector(row=93, col=70, direction='right')
Vector(row=93, col=71, direction='right')
Vector(row=93, col=72, direction='right')
Vector(row=93, col=73, direction='right')
Vector(row=93, col=74, direction='right')
Vector(row=93, col=75, direction='right')
Vector(row=93, col=76, direction='right')
Vector(row=93, col=77, direction='right')
Vector(row=93, col=78, direction='right')
Vector(row=93, col=79, direction='right')
Vector(row=93, col=80, direction='right')
Vector(row=93, col=81, direction='right')
Vector(row=93, col=82, direction='right')
Vector(row=93, col=82, direction='down')
Vector(row=94, col=82, direction='down')
Vector(row=95, col=82, direction='down')
Vector(row=96, col=82, direction='down')
Vector(row=97, col=82, direction='down')
Vector(row=98, col=82, direction='down')
Vector(row=99, col=82, direction='down')
Vector(row=100, col=82, direction='down')
Vector(row=101, col=82, direction='down')
Vector(row=102, col=82, direction='down')
Vector(row=103, col=82, direction='down')
Vector(row=104, col=82, direction='down')
Vector(row=105, col=82, direction='down')
Vector(row=106, col=82, direction='down')
Vector(row=106, col=82, direction='left')
Vector(row=106, col=81, direction='left')
Vector(row=106, col=80, direction='left')
Vector(row=106, col=79, direction='left')
Vector(row=106, col=78, direction='left')
Vector(row=106, col=77, direction='left')
Vector(row=106, col=76, direction='left')
Vector(row=106, col=75, direction='left')
Vector(row=106, col=74, direction='left')
Vector(row=106, col=73, direction='left')
Vector(row=106, col=72, direction='left')
Vector(row=106, col=71, direction='left')
Vector(row=106, col=70, direction='left')
Vector(row=106, col=69, direction='left')
Vector(row=106, col=68, direction='left')
Vector(row=106, col=67, direction='left')
Vector(row=106, col=66, direction='left')
Vector(row=106, col=65, direction='left')
Vector(row=106, col=64, direction='left')
Vector(row=106, col=63, direction='left')
Vector(row=106, col=62, direction='left')
Vector(row=106, col=61, direction='left')
Vector(row=106, col=60, direction='left')
Vector(row=106, col=59, direction='left')
Vector(row=106, col=58, direction='left')
Vector(row=106, col=57, direction='left')
Vector(row=106, col=56, direction='left')
Vector(row=106, col=55, direction='left')
Vector(row=106, col=54, direction='left')
Vector(row=106, col=53, direction='left')
Vector(row=106, col=52, direction='left')
Vector(row=106, col=51, direction='left')
Vector(row=106, col=50, direction='left')
Vector(row=106, col=49, direction='left')
Vector(row=106, col=48, direction='left')
Vector(row=106, col=47, direction='left')
Vector(row=106, col=46, direction='left')
Vector(row=106, col=45, direction='left')
Vector(row=106, col=44, direction='left')
Vector(row=106, col=43, direction='left')
Vector(row=106, col=42, direction='left')
Vector(row=106, col=41, direction='left')
Vector(row=106, col=40, direction='left')
Vector(row=106, col=39, direction='left')
Vector(row=106, col=38, direction='left')
Vector(row=106, col=37, direction='left')
Vector(row=106, col=36, direction='left')
Vector(row=106, col=35, direction='left')
Vector(row=106, col=34, direction='left')
Vector(row=106, col=33, direction='left')
Vector(row=106, col=32, direction='left')
Vector(row=106, col=31, direction='left')
Vector(row=106, col=30, direction='left')
Vector(row=106, col=29, direction='left')
Vector(row=106, col=28, direction='left')
Vector(row=106, col=28, direction='up')
Vector(row=105, col=28, direction='up')
Vector(row=104, col=28, direction='up')
Vector(row=103, col=28, direction='up')
Vector(row=102, col=28, direction='up')
Vector(row=101, col=28, direction='up')
Vector(row=100, col=28, direction='up')
Vector(row=99, col=28, direction='up')
Vector(row=98, col=28, direction='up')
Vector(row=97, col=28, direction='up')
Vector(row=97, col=28, direction='right')
Vector(row=97, col=29, direction='right')
Vector(row=97, col=30, direction='right')
Vector(row=97, col=31, direction='right')
Vector(row=97, col=32, direction='right')
Vector(row=97, col=33, direction='right')
Vector(row=97, col=34, direction='right')
Vector(row=97, col=35, direction='right')
Vector(row=97, col=36, direction='right')
Vector(row=97, col=37, direction='right')
Vector(row=97, col=38, direction='right')
Vector(row=97, col=39, direction='right')
Vector(row=97, col=40, direction='right')
Vector(row=97, col=41, direction='right')
Vector(row=97, col=42, direction='right')
Vector(row=97, col=43, direction='right')
Vector(row=97, col=44, direction='right')
Vector(row=97, col=45, direction='right')
Vector(row=97, col=46, direction='right')
Vector(row=97, col=47, direction='right')
Vector(row=97, col=48, direction='right')
Vector(row=97, col=49, direction='right')
Vector(row=97, col=50, direction='right')
Vector(row=97, col=51, direction='right')
Vector(row=97, col=52, direction='right')
Vector(row=97, col=53, direction='right')
Vector(row=97, col=54, direction='right')
Vector(row=97, col=55, direction='right')
Vector(row=97, col=56, direction='right')
Vector(row=97, col=57, direction='right')
Vector(row=97, col=58, direction='right')
Vector(row=97, col=59, direction='right')
Vector(row=97, col=60, direction='right')
Vector(row=97, col=61, direction='right')
Vector(row=97, col=62, direction='right')
Vector(row=97, col=63, direction='right')
Vector(row=97, col=64, direction='right')
Vector(row=97, col=65, direction='right')
Vector(row=97, col=66, direction='right')
Vector(row=97, col=67, direction='right')
Vector(row=97, col=68, direction='right')
Vector(row=97, col=69, direction='right')
Vector(row=97, col=70, direction='right')
Vector(row=97, col=71, direction='right')
Vector(row=97, col=72, direction='right')
Vector(row=97, col=73, direction='right')
Vector(row=97, col=74, direction='right')
Vector(row=97, col=75, direction='right')
Vector(row=97, col=76, direction='right')
Vector(row=97, col=77, direction='right')
Vector(row=97, col=78, direction='right')
Vector(row=97, col=79, direction='right')
Vector(row=97, col=80, direction='right')
Vector(row=97, col=81, direction='right')
Vector(row=97, col=82, direction='right')
Vector(row=97, col=83, direction='right')
Vector(row=97, col=84, direction='right')
Vector(row=97, col=85, direction='right')
Vector(row=97, col=86, direction='right')
Vector(row=97, col=87, direction='right')
Vector(row=97, col=88, direction='right')
Vector(row=97, col=89, direction='right')
Vector(row=97, col=90, direction='right')
Vector(row=97, col=91, direction='right')
Vector(row=97, col=92, direction='right')
Vector(row=97, col=93, direction='right')
Vector(row=97, col=94, direction='right')
Vector(row=97, col=95, direction='right')
Vector(row=97, col=96, direction='right')
Vector(row=97, col=97, direction='right')
Vector(row=97, col=98, direction='right')
Vector(row=97, col=99, direction='right')
Vector(row=97, col=100, direction='right')
Vector(row=97, col=101, direction='right')
Vector(row=97, col=102, direction='right')
Vector(row=97, col=103, direction='right')
Vector(row=97, col=104, direction='right')
Vector(row=97, col=105, direction='right')
Vector(row=97, col=106, direction='right')
Vector(row=97, col=107, direction='right')
Vector(row=97, col=108, direction='right')
Vector(row=97, col=108, direction='down')
Vector(row=98, col=108, direction='down')
Vector(row=99, col=108, direction='down')
Vector(row=100, col=108, direction='down')
Vector(row=101, col=108, direction='down')
Vector(row=102, col=108, direction='down')
Vector(row=103, col=108, direction='down')
Vector(row=104, col=108, direction='down')
Vector(row=105, col=108, direction='down')
Vector(row=106, col=108, direction='down')
Vector(row=107, col=108, direction='down')
Vector(row=108, col=108, direction='down')
Vector(row=109, col=108, direction='down')
Vector(row=110, col=108, direction='down')
Vector(row=111, col=108, direction='down')
Vector(row=112, col=108, direction='down')
Vector(row=113, col=108, direction='down')
Vector(row=114, col=108, direction='down')
Vector(row=114, col=108, direction='left')
Vector(row=114, col=107, direction='left')
Vector(row=114, col=106, direction='left')
Vector(row=114, col=105, direction='left')
Vector(row=114, col=104, direction='left')
Vector(row=114, col=103, direction='left')
Vector(row=114, col=102, direction='left')
Vector(row=114, col=101, direction='left')
Vector(row=114, col=100, direction='left')
Vector(row=114, col=99, direction='left')
Vector(row=114, col=98, direction='left')
Vector(row=114, col=97, direction='left')
Vector(row=114, col=96, direction='left')
Vector(row=114, col=95, direction='left')
Vector(row=114, col=94, direction='left')
Vector(row=114, col=93, direction='left')
Vector(row=114, col=92, direction='left')
Vector(row=114, col=91, direction='left')
Vector(row=114, col=90, direction='left')
Vector(row=114, col=89, direction='left')
Vector(row=114, col=88, direction='left')
Vector(row=114, col=87, direction='left')
Vector(row=114, col=86, direction='left')
Vector(row=114, col=85, direction='left')
Vector(row=114, col=84, direction='left')
Vector(row=114, col=83, direction='left')
Vector(row=114, col=82, direction='left')
Vector(row=114, col=81, direction='left')
Vector(row=114, col=80, direction='left')
Vector(row=114, col=79, direction='left')
Vector(row=114, col=78, direction='left')
Vector(row=114, col=77, direction='left')
Vector(row=114, col=76, direction='left')
Vector(row=114, col=75, direction='left')
Vector(row=114, col=74, direction='left')
Vector(row=114, col=73, direction='left')
Vector(row=114, col=72, direction='left')
Vector(row=114, col=71, direction='left')
Vector(row=114, col=70, direction='left')
Vector(row=114, col=69, direction='left')
Vector(row=114, col=68, direction='left')
Vector(row=114, col=67, direction='left')
Vector(row=114, col=66, direction='left')
Vector(row=114, col=65, direction='left')
Vector(row=114, col=64, direction='left')
Vector(row=114, col=63, direction='left')
Vector(row=114, col=62, direction='left')
Vector(row=114, col=61, direction='left')
Vector(row=114, col=60, direction='left')
Vector(row=114, col=59, direction='left')
Vector(row=114, col=58, direction='left')
Vector(row=114, col=57, direction='left')
Vector(row=114, col=56, direction='left')
Vector(row=114, col=55, direction='left')
Vector(row=114, col=54, direction='left')
Vector(row=114, col=53, direction='left')
Vector(row=114, col=52, direction='left')
Vector(row=114, col=51, direction='left')
Vector(row=114, col=51, direction='up')
Vector(row=113, col=51, direction='up')
Vector(row=112, col=51, direction='up')
Vector(row=111, col=51, direction='up')
Vector(row=110, col=51, direction='up')
Vector(row=109, col=51, direction='up')
Vector(row=108, col=51, direction='up')
Vector(row=107, col=51, direction='up')
Vector(row=106, col=51, direction='up')
Vector(row=105, col=51, direction='up')
Vector(row=104, col=51, direction='up')
Vector(row=103, col=51, direction='up')
Vector(row=102, col=51, direction='up')
Vector(row=101, col=51, direction='up')
Vector(row=100, col=51, direction='up')
Vector(row=99, col=51, direction='up')
Vector(row=98, col=51, direction='up')
Vector(row=97, col=51, direction='up')
Vector(row=96, col=51, direction='up')
Vector(row=95, col=51, direction='up')
Vector(row=94, col=51, direction='up')
Vector(row=93, col=51, direction='up')
Vector(row=92, col=51, direction='up')
Vector(row=91, col=51, direction='up')
Vector(row=90, col=51, direction='up')
Vector(row=89, col=51, direction='up')
Vector(row=88, col=51, direction='up')
Vector(row=87, col=51, direction='up')
Vector(row=86, col=51, direction='up')
Vector(row=85, col=51, direction='up')
Vector(row=84, col=51, direction='up')
Vector(row=83, col=51, direction='up')
Vector(row=82, col=51, direction='up')
Vector(row=81, col=51, direction='up')
Vector(row=80, col=51, direction='up')
Vector(row=79, col=51, direction='up')
Vector(row=78, col=51, direction='up')
Vector(row=77, col=51, direction='up')
Vector(row=76, col=51, direction='up')
Vector(row=75, col=51, direction='up')
Vector(row=74, col=51, direction='up')
Vector(row=73, col=51, direction='up')
Vector(row=72, col=51, direction='up')
Vector(row=71, col=51, direction='up')
Vector(row=70, col=51, direction='up')
Vector(row=69, col=51, direction='up')
Vector(row=68, col=51, direction='up')
Vector(row=67, col=51, direction='up')
Vector(row=66, col=51, direction='up')
Vector(row=65, col=51, direction='up')
Vector(row=64, col=51, direction='up')
Vector(row=63, col=51, direction='up')
Vector(row=62, col=51, direction='up')
Vector(row=61, col=51, direction='up')
Vector(row=60, col=51, direction='up')
Vector(row=59, col=51, direction='up')
Vector(row=58, col=51, direction='up')
Vector(row=57, col=51, direction='up')
Vector(row=56, col=51, direction='up')
Vector(row=55, col=51, direction='up')
Vector(row=54, col=51, direction='up')
Vector(row=54, col=51, direction='right')
Vector(row=54, col=52, direction='right')
Vector(row=54, col=53, direction='right')
Vector(row=54, col=54, direction='right')
Vector(row=54, col=55, direction='right')
Vector(row=54, col=56, direction='right')
Vector(row=54, col=57, direction='right')
Vector(row=54, col=58, direction='right')
Vector(row=54, col=59, direction='right')
Vector(row=54, col=60, direction='right')
Vector(row=54, col=61, direction='right')
Vector(row=54, col=62, direction='right')
Vector(row=54, col=63, direction='right')
Vector(row=54, col=64, direction='right')
Vector(row=54, col=65, direction='right')
Vector(row=54, col=66, direction='right')
Vector(row=54, col=67, direction='right')
Vector(row=54, col=68, direction='right')
Vector(row=54, col=69, direction='right')
Vector(row=54, col=70, direction='right')
Vector(row=54, col=71, direction='right')
Vector(row=54, col=72, direction='right')
Vector(row=54, col=73, direction='right')
Vector(row=54, col=74, direction='right')
Vector(row=54, col=75, direction='right')
Vector(row=54, col=76, direction='right')
Vector(row=54, col=77, direction='right')
Vector(row=54, col=78, direction='right')
Vector(row=54, col=79, direction='right')
Vector(row=54, col=80, direction='right')
Vector(row=54, col=81, direction='right')
Vector(row=54, col=82, direction='right')
Vector(row=54, col=83, direction='right')
Vector(row=54, col=84, direction='right')
Vector(row=54, col=85, direction='right')
Vector(row=54, col=85, direction='down')
Vector(row=55, col=85, direction='down')
Vector(row=56, col=85, direction='down')
Vector(row=57, col=85, direction='down')
Vector(row=58, col=85, direction='down')
Vector(row=59, col=85, direction='down')
Vector(row=60, col=85, direction='down')
Vector(row=61, col=85, direction='down')
Vector(row=62, col=85, direction='down')
Vector(row=63, col=85, direction='down')
Vector(row=64, col=85, direction='down')
Vector(row=65, col=85, direction='down')
Vector(row=66, col=85, direction='down')
Vector(row=67, col=85, direction='down')
Vector(row=68, col=85, direction='down')
Vector(row=69, col=85, direction='down')
Vector(row=70, col=85, direction='down')
Vector(row=71, col=85, direction='down')
Vector(row=72, col=85, direction='down')
Vector(row=73, col=85, direction='down')
Vector(row=74, col=85, direction='down')
Vector(row=75, col=85, direction='down')
Vector(row=76, col=85, direction='down')
Vector(row=77, col=85, direction='down')
Vector(row=78, col=85, direction='down')
Vector(row=79, col=85, direction='down')
Vector(row=80, col=85, direction='down')
Vector(row=81, col=85, direction='down')
Vector(row=82, col=85, direction='down')
Vector(row=83, col=85, direction='down')
Vector(row=84, col=85, direction='down')
Vector(row=85, col=85, direction='down')
Vector(row=86, col=85, direction='down')
Vector(row=87, col=85, direction='down')
Vector(row=88, col=85, direction='down')
Vector(row=89, col=85, direction='down')
Vector(row=90, col=85, direction='down')
Vector(row=91, col=85, direction='down')
Vector(row=92, col=85, direction='down')
Vector(row=93, col=85, direction='down')
Vector(row=94, col=85, direction='down')
Vector(row=95, col=85, direction='down')
Vector(row=96, col=85, direction='down')
Vector(row=97, col=85, direction='down')
Vector(row=98, col=85, direction='down')
Vector(row=98, col=85, direction='left')
Vector(row=98, col=84, direction='left')
Vector(row=98, col=83, direction='left')
Vector(row=98, col=82, direction='left')
Vector(row=98, col=81, direction='left')
Vector(row=98, col=80, direction='left')
Vector(row=98, col=79, direction='left')
Vector(row=98, col=78, direction='left')
Vector(row=98, col=77, direction='left')
Vector(row=98, col=76, direction='left')
Vector(row=98, col=75, direction='left')
Vector(row=98, col=74, direction='left')
Vector(row=98, col=73, direction='left')
Vector(row=98, col=72, direction='left')
Vector(row=98, col=71, direction='left')
Vector(row=98, col=70, direction='left')
Vector(row=98, col=69, direction='left')
Vector(row=98, col=68, direction='left')
Vector(row=98, col=67, direction='left')
Vector(row=98, col=66, direction='left')
Vector(row=98, col=65, direction='left')
Vector(row=98, col=64, direction='left')
Vector(row=98, col=63, direction='left')
Vector(row=98, col=62, direction='left')
Vector(row=98, col=61, direction='left')
Vector(row=98, col=60, direction='left')
Vector(row=98, col=59, direction='left')
Vector(row=98, col=58, direction='left')
Vector(row=98, col=57, direction='left')
Vector(row=98, col=56, direction='left')
Vector(row=98, col=55, direction='left')
Vector(row=98, col=54, direction='left')
Vector(row=98, col=53, direction='left')
Vector(row=98, col=52, direction='left')
Vector(row=98, col=51, direction='left')
Vector(row=98, col=50, direction='left')
Vector(row=98, col=49, direction='left')
Vector(row=98, col=48, direction='left')
Vector(row=98, col=48, direction='up')
Vector(row=97, col=48, direction='up')
Vector(row=96, col=48, direction='up')
Vector(row=95, col=48, direction='up')
Vector(row=94, col=48, direction='up')
Vector(row=93, col=48, direction='up')
Vector(row=92, col=48, direction='up')
Vector(row=91, col=48, direction='up')
Vector(row=90, col=48, direction='up')
Vector(row=89, col=48, direction='up')
Vector(row=88, col=48, direction='up')
Vector(row=87, col=48, direction='up')
Vector(row=86, col=48, direction='up')
Vector(row=85, col=48, direction='up')
Vector(row=84, col=48, direction='up')
Vector(row=83, col=48, direction='up')
Vector(row=82, col=48, direction='up')
Vector(row=81, col=48, direction='up')
Vector(row=80, col=48, direction='up')
Vector(row=79, col=48, direction='up')
Vector(row=78, col=48, direction='up')
Vector(row=77, col=48, direction='up')
Vector(row=76, col=48, direction='up')
Vector(row=76, col=48, direction='right')
Vector(row=76, col=49, direction='right')
Vector(row=76, col=50, direction='right')
Vector(row=76, col=51, direction='right')
Vector(row=76, col=52, direction='right')
Vector(row=76, col=53, direction='right')
Vector(row=76, col=54, direction='right')
Vector(row=76, col=55, direction='right')
Vector(row=76, col=56, direction='right')
Vector(row=76, col=57, direction='right')
Vector(row=76, col=58, direction='right')
Vector(row=76, col=59, direction='right')
Vector(row=76, col=60, direction='right')
Vector(row=76, col=61, direction='right')
Vector(row=76, col=62, direction='right')
Vector(row=76, col=63, direction='right')
Vector(row=76, col=64, direction='right')
Vector(row=76, col=65, direction='right')
Vector(row=76, col=66, direction='right')
Vector(row=76, col=67, direction='right')
Vector(row=76, col=68, direction='right')
Vector(row=76, col=69, direction='right')
Vector(row=76, col=70, direction='right')
Vector(row=76, col=71, direction='right')
Vector(row=76, col=72, direction='right')
Vector(row=76, col=73, direction='right')
Vector(row=76, col=74, direction='right')
Vector(row=76, col=75, direction='right')
Vector(row=76, col=76, direction='right')
Vector(row=76, col=77, direction='right')
Vector(row=76, col=78, direction='right')
Vector(row=76, col=79, direction='right')
Vector(row=76, col=80, direction='right')
Vector(row=76, col=81, direction='right')
Vector(row=76, col=82, direction='right')
Vector(row=76, col=83, direction='right')
Vector(row=76, col=84, direction='right')
Vector(row=76, col=85, direction='right')
Vector(row=76, col=86, direction='right')
Vector(row=76, col=87, direction='right')
Vector(row=76, col=88, direction='right')
Vector(row=76, col=89, direction='right')
Vector(row=76, col=90, direction='right')
Vector(row=76, col=91, direction='right')
Vector(row=76, col=92, direction='right')
Vector(row=76, col=93, direction='right')
Vector(row=76, col=94, direction='right')
Vector(row=76, col=95, direction='right')
Vector(row=76, col=96, direction='right')
Vector(row=76, col=97, direction='right')
Vector(row=76, col=97, direction='down')
Vector(row=77, col=97, direction='down')
Vector(row=78, col=97, direction='down')
Vector(row=79, col=97, direction='down')
Vector(row=80, col=97, direction='down')
Vector(row=81, col=97, direction='down')
Vector(row=82, col=97, direction='down')
Vector(row=83, col=97, direction='down')
Vector(row=84, col=97, direction='down')
Vector(row=85, col=97, direction='down')
Vector(row=86, col=97, direction='down')
Vector(row=87, col=97, direction='down')
Vector(row=88, col=97, direction='down')
Vector(row=89, col=97, direction='down')
Vector(row=90, col=97, direction='down')
Vector(row=91, col=97, direction='down')
Vector(row=92, col=97, direction='down')
Vector(row=93, col=97, direction='down')
Vector(row=94, col=97, direction='down')
Vector(row=95, col=97, direction='down')
Vector(row=96, col=97, direction='down')
Vector(row=97, col=97, direction='down')
Vector(row=98, col=97, direction='down')
Vector(row=99, col=97, direction='down')
Vector(row=100, col=97, direction='down')
Vector(row=101, col=97, direction='down')
Vector(row=102, col=97, direction='down')
Vector(row=103, col=97, direction='down')
Vector(row=104, col=97, direction='down')
Vector(row=105, col=97, direction='down')
Vector(row=106, col=97, direction='down')
Vector(row=107, col=97, direction='down')
Vector(row=108, col=97, direction='down')
Vector(row=109, col=97, direction='down')
Vector(row=110, col=97, direction='down')
Vector(row=111, col=97, direction='down')
Vector(row=112, col=97, direction='down')
Vector(row=113, col=97, direction='down')
Vector(row=114, col=97, direction='down')
Vector(row=115, col=97, direction='down')
Vector(row=116, col=97, direction='down')
Vector(row=117, col=97, direction='down')
Vector(row=118, col=97, direction='down')
Vector(row=119, col=97, direction='down')
Vector(row=119, col=97, direction='left')
Vector(row=119, col=96, direction='left')
Vector(row=119, col=95, direction='left')
Vector(row=119, col=94, direction='left')
Vector(row=119, col=93, direction='left')
Vector(row=119, col=92, direction='left')
Vector(row=119, col=91, direction='left')
Vector(row=119, col=90, direction='left')
Vector(row=119, col=89, direction='left')
Vector(row=119, col=88, direction='left')
Vector(row=119, col=87, direction='left')
Vector(row=119, col=86, direction='left')
Vector(row=119, col=85, direction='left')
Vector(row=119, col=84, direction='left')
Vector(row=119, col=83, direction='left')
Vector(row=119, col=82, direction='left')
Vector(row=119, col=81, direction='left')
Vector(row=119, col=80, direction='left')
Vector(row=119, col=79, direction='left')
Vector(row=119, col=78, direction='left')
Vector(row=119, col=77, direction='left')
Vector(row=119, col=76, direction='left')
Vector(row=119, col=75, direction='left')
Vector(row=119, col=74, direction='left')
Vector(row=119, col=73, direction='left')
Vector(row=119, col=72, direction='left')
Vector(row=119, col=71, direction='left')
Vector(row=119, col=70, direction='left')
Vector(row=119, col=69, direction='left')
Vector(row=119, col=68, direction='left')
Vector(row=119, col=67, direction='left')
Vector(row=119, col=66, direction='left')
Vector(row=119, col=65, direction='left')
Vector(row=119, col=64, direction='left')
Vector(row=119, col=63, direction='left')
Vector(row=119, col=62, direction='left')
Vector(row=119, col=61, direction='left')
Vector(row=119, col=60, direction='left')
Vector(row=119, col=59, direction='left')
